Date,Event
1939-03-16,The Protectorate of Bohemia and Moravia is proclaimed as a German protectorate.
1939-03-23,Germany annexes the Klaipėda Region/Memel Territory from Lithuania.
1939-04-01,The Spanish State supersedes the Second Spanish Republic with the Nationalist victory in the Spanish Civil War.
1939-04-03,The United States of America annexes the Lozano banco from Mexico.
1939-04-06,The islands of Canton and Enderbury are put under the Canton and Enderbury Islands condominium of the United States and the United Kingdom.
1939-04-12,Italy annexes the Albanian Kingdom.
1939-06-23,The Kingdom of Siam changes its name to the Kingdom of Thailand.
1939-07-10,Nazi Germany changes its name to the Greater German Empire.
1939-07-23,Turkey fully annexes the Republic of Hatay.
1939-07-27,Panama annexes a corridor of land connecting both separated pieces of the United States' Panama Canal Zone.
1939-08-16,"The United States of America claims Fakaofo, Funafuti, Hull Island, Niulakita, Nukufetau, and Nukulaelae."
1939-09-01,World War II begins with the invasion of Poland by Nazi Germany.
1939-09-02,The Free City of Danzig is annexed by Germany. Danzig yields to Berlin as the capital.
1939-09-14,"The colonies of French Guiana, Guadeloupe, Inini, Martinique, and Saint Pierre and Miquelon merge into the colony of the French Antilles and Guiana."
1939-09-17,The Soviet Union invades the Republic of Poland.
1939-09-28,"The government of the Republic of Poland collapses, inviting military occupation by Nazi Germany."
1939-10-06,"The former territory of the Republic of Poland is partitioned between Nazi Germany and the Soviet Union, per the terms of the Molotov–Ribbentrop Pact."
1939-10-12,The General Government for the Occupied Polish Territories is created after the invasion of the Republic of Poland by Nazi Germany.
1939-12-01,The Finnish Democratic Republic is created after the invasion of Finland by the Soviet Union. Terijoki is the de facto capital.
1940-03-12,The Winter War ends with the Moscow Peace Treaty redrawing the Soviet-Finnish border. The Karelo-Finnish Soviet Socialist Republic is formed when Soviet forces invade the Finnish Democratic Republic. Petrozavodsk is the capital.
1940-03-30,The Provisional Government of the Republic of China and the Reformed Government of the Republic of China merge to form the Reorganized National Government of China.
1940-04-09,"The Kingdom of Denmark is invaded by Germany, while Greenland is granted autonomy."
1940-04-12,The Faroe Islands are put under temporary British occupation on behalf of the Government of Denmark.
1940-05-10,The Military Administration of Luxembourg and the Civil Administration Area of Luxembourg are created when German forces invade the Grand Duchy of Luxembourg. Luxembourg City is the capital.
1940-05-14,The Reich Commissariat for the Occupied Dutch Territories is created when German forces invade the Kingdom of the Netherlands. Amsterdam is the capital.
1940-05-17,The Military Administration in Belgium and Northern France and the Realm Commissariat of Belgium and Northern France are created when German forces invade the Kingdom of Belgium. Brussels is the capital.
1940-06-06,Mexico annexes the Progreso and Las Flores bancos from the United States.
1940-06-07,The Realm Commissariat for the Occupied Norwegian Territories is created when Germany invades the Kingdom of Norway and its possessions. Oslo is the capital.
1940-06-15,The Soviet Union invades Lithuania.
1940-06-17,The Soviet Union invades Estonia and Latvia.
1940-06-22,The French Republic is renamed the French State (Vichy France).
1940-06-28,The Soviet Union occupies the Bessarabia and northern Bukovina regions of Romania.
1940-06-30,The Bailiwick of Guernsey is occupied by Germany.
1940-07-01,The Bailiwick of Jersey is occupied by Germany.
1940-07-21,"The Estonian, Latvian, and Lithuanian Soviet Socialist Republics are declared in Soviet-occupied Estonia, Latvia, and Lithuania. Most of the international community does not recognize Soviet rule in these occupied countries and some continue to recognize their diplomatic legations abroad."
1940-07-31,The General Government for the Occupied Polish Territories is renamed the General Government.
1940-08-02,"The Moldavian Soviet Socialist Republic is created from a larger part of Bessarabia, a region annexed from Romania, and integrated into the Soviet Union as the 13th union republic."
1940-08-03,The Lithuanian SSR is annexed into the Soviet Union as the 14th union republic.
1940-08-05,The Latvian SSR is annexed into the Soviet Union as the 15th union republic.
1940-08-06,The Estonian SSR is annexed into the Soviet Union as the 16th union republic.
1940-08-19,British Somaliland is taken over by Italian forces and becomes a part of Italian East Africa.
1940-08-26,Chad is taken over by Free France.
1940-08-30,The Second Vienna Award transfers Northern Transylvania from Romania to Hungary.
1940-09-02,French Oceania is taken over by forces loyal to the Free French Forces (FFF).
1940-09-07,The Treaty of Craiova transfers Southern Dobruja from Romania to Bulgaria.
1940-09-09,Fascist Italy invades the Kingdom of Egypt.
1940-09-22,New Caledonia and Dependencies are taken over by forces loyal to the Free French Forces (FFF).
1940-10-28,"Fascist Italy invades Kingdom of Greece, beginning the Greco-Italian War."
1940-11-04,The international city of Tangier is taken over by the State of Spain.
1940-11-06,"Chile officially declares the Chilean Antarctic Territory between longitudes 53°W and 90°W, stating that the historical basis comes from the Spanish Governorate of Terra Australis from 1539."
1940-11-12,"French Gabon is taken over by forces loyal to the Free French Forces (FFF), who had invaded from the rest of French Equatorial Africa."
1941-02-18,The United States annexes the San Antonio and Angostura bancos from Mexico and Mexico annexes the Casner and Ruidosa bancos from the United States.
1941-02-26,"Allied forces take over Italian Somaliland, which is placed under the protection of the United Kingdom."
1941-03-01,The Tsardom of Bulgaria joins the Axis powers.
1941-03-16,The British Somaliland protectorate is taken over by Allied forces.
1941-03-25,The Kingdom of Yugoslavia joins the Axis powers.
1941-03-27,Yugoslav coup d'état takes Yugoslavia out of the Axis powers.
1941-04-06,"The Axis powers of Germany, Italy, and Bulgaria invade the Kingdom of Yugoslavia."
1941-04-09,Greenland and the Kingdom of Iceland are put under United States protection from the Danish government-in-exile.
1941-04-10,The Axis powers establish the Independent State of Croatia in occupied Yugoslavia.
1941-04-18,"The Kingdom of Yugoslavia is fully occupied by the Axis powers, and is dissolved."
1941-04-23,"Greece is fully occupied by the Axis powers, ending the Greco-Italian War."
1941-04-30,The Military Administration in Serbia is created by Germany in occupied Yugoslavia.
1941-05-02,The United States annexes the Las Ruelas banco from Mexico and Mexico annexes the Nogales banco from the United States.
1941-05-05,"The Ethiopian Empire is revived by Allied forces after being taken from Italian control, and Emperor Haile Selassie is restored to his throne."
1941-05-19,Italian Eritrea is taken over by the United Kingdom.
1941-05-31,The Anglo-Iraqi War ends with the United Kingdom in control of the Kingdom of Iraq.
1941-06-22,"Germany invades the Soviet Union, beginning the Eastern Front of the Second World War."
1941-06-25,"Finland invades the Soviet Union, beginning the Continuation War."
1941-07-05,Beginning of the Ecuadorian–Peruvian War over border disputes between the two countries.
1941-07-12,Italy creates the protectorate of the Kingdom of Montenegro in occupied Yugoslavia.
1941-07-14,"Following the Syria–Lebanon campaign, the Vichy French territories of Syria and Lebanon are taken over by Allied forces."
1941-07-17,Germany creates the Reichskommissariat Ostland in land occupied from the Soviet Union that previously made up the Baltic States.
1941-07-31,Fighting in Ecuadorian–Peruvian War ends.
1941-08-25,The United Kingdom and Soviet Union jointly invade Iran.
1941-08-31,"After the Anglo-Soviet invasion of Iran, Iran is occupied by the United Kingdom and the Soviet Union."
1941-11-28,Italian East Africa is taken over by Allied forces.
1941-12-08,"The Japanese begin the invasion of Malaya in the State of Perlis Indera Kavangan, eventually occupying it as Japanese Malaya."
1941-12-10,The Territory of Guam is taken over by Japan from the United States as Omiya Jima.
1941-12-11,The Japanese take the State of Terengganu Darul Iman from the United Kingdom and incorporate it into Japanese Malaya.
1941-12-14,"Within British Malaya, the State of Kedah Darul Aman is taken over by Japan."
1941-12-21,Mexico annexes the Las Antonias and El Comedor bancos from the United States.
1941-12-22,"Within British Malaya, the State of Kelantan Darul Naim is taken over by Japan."
1941-12-23,Wake Island is taken over by Japan from the United States as Otori Jima.
1941-12-24,The Japanese occupy the Kingdom of Sarawak as Sarawak.
1941-12-25,The Japanese occupy British Hong Kong as the Hong Kong Occupied Territory.
1942-01-02,The Japanese occupy the Commonwealth of the Philippines from the United States as the Philippines.
1942-01-06,The Japanese occupy the State of Brunei Darussalam from the United Kingdom.
1942-01-18,The Japanese occupy Bourneo Kita from the United Kingdom.
1942-01-31,The Japanese occupy the State of Johor Darul Ta'zim and the Federated Malay States from the United Kingdom as part of Japanese Malaya.
1942-02-15,The Japanese occupy Singapore from the United Kingdom as Syonan-to.
1942-02-20,The Japanese occupy Portuguese Timor and Dutch Timor as Timor.
1942-02-27,The United States annexes the Las Palomas banco from Mexico.
1942-03-08,The Japanese occupy the Netherlands East Indies from the Netherlands as Indonesia.
1942-03-23,The Japanese occupy the Andaman and Nicobar Islands from the United Kingdom.
1942-03-31,The Japanese occupy Christmas Island and the Straits Settlements from the United Kingdom as part of Japanese Malaya.
1942-06-07,The Japanese occupy Atsuta Jima and Narukami Jima from the United States.
